"state_id","region_id","city","zip_code"
1,1,Huntsville,35649
1,1,Huntsville,35749
1,1,Huntsville,35748
1,1,Huntsville,35754
1,1,Huntsville,35756
1,1,Huntsville,35757
1,1,Huntsville,35671
1,1,Huntsville,35741
1,1,Huntsville,35762
1,1,Huntsville,35763
1,1,Huntsville,35773
